임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수,월매출
114487,823,1859,2013,1546,2384,2618,1768,677,248,1146,863,1104,1487,2215.171,15785.52,12,26,0,158,1,1,6,9,7,3,31478843
79851,1265,1879,2851,3053,3319,3166,2054,915,284,2953,1483,1440,1477,9109.193,26795.34,29,30,2,247,2,6,18,19,7,0,47358255
186887,5664,4363,5476,7974,7553,5912,4460,2402,1120,5245,3524,3252,3546,5325.571,8055.002,22,29,0,193,10,2,1,2,3,0,50424661
165450,2436,3647,2783,3304,4930,3726,2630,924,430,1528,1441,2003,2686,8737.012,31616.99,11,16,0,57,0,1,1,1,4,1,3.20E+08
105486,993,1474,2566,2644,2477,2841,2408,1258,462,2996,1727,1365,1101,3534.848,10386.68,12,24,0,206,2,9,10,27,7,0,98481903
151600,1110,1648,1835,2583,2756,2370,2145,1153,356,1972,1543,1363,1294,15850.55,16278.58,7,16,0,84,5,1,0,0,4,1,77839841
141561,774,799,2038,2900,1813,2749,3198,1613,625,3084,2301,1377,820,16382.09,25728.51,19,19,0,215,1,2,4,5,4,1,1.16E+08
100747,1012,1169,2099,2626,2586,3078,2389,1250,389,2526,1617,1312,1108,1025.223,37718.16,9,22,0,151,0,4,3,14,0,0,51980027
80414,2126,2264,3795,4424,4145,3686,2866,1372,466,3692,1979,2127,2022,10893.35,21210.39,18,26,0,167,2,3,4,14,12,0,79850836
89375,779,1298,1870,1656,2315,2484,1732,919,280,1679,1151,1063,1044,3111.923,40468.28,14,17,3,126,1,5,9,13,3,1,31661813
134566,1216,1654,1998,2520,3130,2984,2238,1336,446,2394,1734,1448,1293,2393.098,22746.59,12,19,0,132,1,5,6,13,5,0,41565403
79070,1469,1897,2726,2744,3532,3892,2990,1781,608,3549,2057,1624,1487,1202.051,22452.19,11,31,5,158,0,2,3,11,0,1,47899515
95107,1165,1704,2710,2562,3277,4031,2814,1654,588,2975,2023,1640,1430,3074.47,18720.83,9,29,0,231,2,11,9,14,1,0,61346960
101832,1194,1972,2595,2340,2916,2784,1741,751,314,1677,1188,1315,1501,5453.908,60705,24,14,1,309,3,3,12,23,11,1,49691742
131314,1513,1570,4383,5498,3864,3997,2836,1290,406,6279,2465,1882,1437,14946.96,13878.81,38,31,70,691,3,12,26,72,7,0,95377128
328710,1425,3176,2481,1932,3682,3184,2204,826,352,646,1025,1575,2175,4478.676,17187.23,13,22,0,65,1,1,1,0,4,1,57351282
83736,2933,3698,6020,5891,6069,7173,4933,2105,839,3953,3247,3443,3374,12579.57,8195.076,36,63,0,366,8,6,15,23,14,1,34235185
101590,1648,1717,4712,5888,3815,3939,2920,1317,407,5417,2567,2018,1624,7542.423,19631.19,26,39,0,431,3,5,17,39,6,0,54375491
143584,1714,2253,3184,3147,3300,3627,2592,997,387,1438,1448,1757,2038,4346.557,25568.26,12,26,0,154,1,5,1,1,13,0,36501706
107916,2135,2422,5688,7580,5519,5293,3727,1834,545,7744,3408,2592,2041,9005.593,19389.4,47,55,5,532,9,9,21,66,12,1,46560369
119357,2155,2434,5417,7515,5655,4877,3338,1508,456,7831,3200,2518,2057,7475.084,12496.11,36,36,7,401,4,12,19,29,17,0,55322866
97354,1866,2309,4518,5065,4376,5038,3148,1339,476,4112,2321,2282,2225,27024.8,20775.26,44,41,2,643,1,9,24,144,9,0,64876164
44077,66,85,116,113,160,166,116,54,12,133,57,61,81,10710.59,26297.24,5,46,0,162,1,0,0,1,0,2,2.74E+08
99824,2945,4033,5024,5283,6013,5584,3582,1455,563,2711,2362,2923,3347,7418.477,20864.59,19,47,0,301,8,8,6,32,13,2,50846676
99403,1460,1807,3555,3768,3167,3824,2583,1047,349,2590,1780,1766,1775,6026.069,27834.29,20,31,0,206,1,6,7,25,9,1,62381164
233411,1821,1844,5479,7942,4299,3523,3001,1364,551,7875,2750,1959,1857,42688.82,65729.81,69,72,0,745,6,3,5,8,4,0,55685046
86205,3036,3513,4960,5762,5663,5832,3806,1677,658,3565,3075,3007,2839,8573.074,44217.77,24,30,1,212,3,7,5,15,4,1,32461182
265931,5122,3366,3015,5731,5362,3245,1868,743,280,1065,1687,2332,2965,2234.636,20889.77,16,8,0,156,0,0,1,0,2,1,37598937
134629,1671,2189,5063,6432,4835,4462,3128,1431,471,7233,2818,2106,1770,11744.2,14656.34,62,36,28,879,5,23,34,79,22,0,73602864
372406,4619,6091,3384,5073,9100,4269,2659,1377,383,1888,1807,3085,4376,2548.305,37729.75,24,16,0,116,0,0,1,0,0,0,1.16E+08
274458,3649,4059,4439,5459,6325,5380,4467,2069,605,2068,2482,3252,3723,5120.051,23123.08,18,36,0,234,0,0,1,1,2,1,23547860
284213,3961,2824,3231,5557,5283,4098,3340,1449,473,1757,2118,2871,2942,1924.019,10571.74,8,13,1,65,0,2,1,0,1,1,82171476
291690,1460,1782,2346,2680,2694,2815,2225,963,398,959,1282,1537,1645,169892.7,32969.84,30,27,0,400,0,0,4,2,6,2,57383964
160038,706,1200,1362,1231,1613,1625,1428,809,357,491,793,881,1035,588.4375,15259.17,2,10,0,21,0,0,1,0,2,1,2.03E+08
260066,3512,4479,4036,3999,6029,4885,3362,1905,817,2156,2433,2220,2986,10078.55,43267.63,23,20,0,99,1,2,3,2,3,0,39822235
80149,669,1307,1553,1368,1748,2138,1479,606,220,1137,884,917,959,5430.105,27578.9,11,26,0,177,3,5,4,10,1,1,39206665
105643,1673,2651,2959,3131,3846,3679,2829,1190,444,1992,1599,1939,2066,3258.642,35432.57,18,27,2,364,0,8,15,27,10,2,62627353
103153,1209,2758,2428,1925,3246,3123,2182,770,326,982,1013,1314,2036,2601.564,26544.61,17,15,1,209,3,12,9,7,16,0,35802597
74613,3469,3330,2982,4686,5139,3882,2484,993,427,1524,1667,2236,2908,1439.122,27941.57,9,20,0,102,0,1,4,4,2,1,38497159
99824,334,633,1109,954,1191,1652,1239,580,267,1507,793,608,479,1272.892,11974.28,6,20,0,101,0,2,3,5,0,0,58020890
116120,2700,3209,5214,6273,6137,6514,4719,2362,783,6079,3617,3140,2718,3366.542,31554.36,34,41,8,353,4,11,10,29,4,1,49705019
113140,1387,1138,1996,2748,2409,2267,1672,858,264,1783,1290,1275,1242,1292.17,22741.88,10,17,2,155,3,3,3,6,5,0,45905884
91580,2164,2088,2148,2919,3438,2787,2144,925,291,1018,1239,1628,1855,1628.047,38051.26,7,19,0,61,1,0,0,1,3,0,1.01E+08
98646,1787,2307,4153,4693,4498,5305,4020,2065,637,5018,2917,2478,1920,2855.605,35245.55,24,42,0,253,1,8,7,9,4,0,40378473
101158,2131,2321,5118,6633,5682,6750,4724,2560,783,8182,3796,2842,2115,6544.16,16510.15,51,65,69,709,6,9,21,47,2,0,52537860
105651,1744,1698,4152,5213,4218,4986,3853,1911,596,6134,2855,2194,1666,5887.716,12683.31,30,57,13,353,0,7,11,18,0,0,51282602
96383,1774,1978,2859,3614,3600,3205,2480,1113,388,2276,1812,1821,1735,17010.56,42377.79,26,20,0,373,4,1,9,12,1,1,42181131
111401,1474,1505,3886,4843,3934,4628,3335,1746,522,5791,2728,1966,1435,4017.005,11349.03,25,38,2,424,3,10,14,30,5,2,75887299
103780,1578,2211,3625,3981,3970,4092,2865,1499,433,3670,2161,2027,1834,6516.349,4499.042,35,33,2,580,3,21,25,37,6,1,53451279
118674,3294,3772,7467,8367,7606,8486,6518,2915,968,7785,4470,4046,3510,14206.11,27988.24,65,79,46,746,6,20,24,47,8,1,50669299
88007,2231,2763,4141,4348,4476,4904,3600,1537,557,3327,2298,2374,2467,4157.61,7252.418,23,28,5,277,3,8,10,18,7,0,50568142
144858,914,1326,1729,1879,2333,2006,1341,1049,475,1956,1129,999,953,11631.06,28369.16,12,35,4,281,0,2,3,2,0,0,58056517
172166,642,757,1236,1463,1608,1567,1138,791,422,2224,885,680,531,50170.88,21935.78,27,67,6,969,2,1,15,15,3,2,48355905
188928,157,241,356,472,434,477,418,300,143,743,250,182,149,7079.372,13573.12,6,40,2,267,0,0,1,0,0,0,35726802
109919,601,937,1635,1412,1649,1727,1254,798,379,1630,936,753,696,4176.485,11841.93,14,16,3,122,2,3,1,0,1,0,46730211
110142,1204,1824,2622,2346,2888,3348,2302,1413,698,2410,1665,1490,1385,20406.45,18643.84,14,20,2,160,4,2,3,3,2,0,18922506
228660,751,1050,948,1001,1635,1386,953,639,275,727,681,732,783,602.886,16336.99,4,7,1,38,0,1,0,2,0,1,1.75E+08
230131,953,858,1336,1938,1904,1569,1141,716,287,1610,1107,917,745,1374.318,16149.99,15,9,4,109,0,1,1,1,1,0,16375300
157309,221,362,498,630,790,757,562,444,163,913,438,341,247,5563.327,46456.77,9,37,6,226,1,0,4,4,0,0,46870888
282442,296,342,1136,1137,1210,1605,1460,841,349,4189,518,297,211,87280.64,17153.98,111,264,138,2542,3,10,50,53,8,3,51234956
284292,141,327,1185,705,719,1045,759,546,193,2105,496,295,200,11340.97,21405.84,26,113,29,558,0,3,16,8,0,2,54911801
138692,304,558,2104,1477,1093,1176,904,628,286,2712,790,504,368,4636.773,18958.61,21,31,1,401,0,1,6,4,4,0,1.22E+08
149872,808,1793,7236,2451,2378,2317,1550,1259,577,5523,1429,1046,894,5690.16,25243.88,38,47,13,709,1,13,14,24,5,1,34424043
275905,211,318,886,695,869,1395,1018,542,187,1724,567,340,214,2052.269,26752.61,9,45,32,228,0,4,7,9,1,0,59940757
82466,338,627,1636,1120,1445,2165,1385,811,295,1918,870,653,493,390.2204,47577.13,4,25,5,122,0,2,3,6,0,0,58587808
228660,432,614,1070,1095,1062,1333,937,534,225,891,668,635,490,237.2011,9611.211,2,10,0,32,0,0,0,0,1,1,61788073
100054,350,451,895,1002,1060,1220,866,537,214,1357,649,486,353,471.1184,25196.06,8,9,3,51,0,1,2,0,1,0,67737708
122919,342,408,2037,1644,1374,1801,1330,768,274,3758,909,566,404,2201.962,15045.2,27,42,41,232,0,4,8,18,2,1,55499124
185791,290,165,303,723,641,419,291,119,45,633,199,152,98,93098.1,35706.84,51,51,17,783,2,1,12,5,1,1,60376099
369703,259,243,570,707,854,1168,1126,582,263,2172,439,289,222,29190.08,34523.03,45,359,53,670,4,1,10,10,0,2,52264589
188645,143,149,444,490,569,598,572,310,132,945,212,137,83,111028.6,7267.227,86,188,49,1496,0,2,24,10,4,2,68759841
145000,231,291,1367,785,548,687,612,349,163,1421,407,236,167,16417.89,29321.38,32,38,13,523,2,3,7,17,2,1,47776249
82778,229,417,1736,780,715,672,547,379,163,1680,451,242,226,14933.35,16055.76,17,15,13,142,2,2,3,3,1,1,48751219
194541,204,254,1204,963,828,1106,924,522,197,1854,529,284,190,42815.32,23940.8,49,224,53,799,2,3,17,18,3,1,63958695
179209,55,42,307,296,218,386,390,195,79,1057,152,68,38,14441.85,22238.04,29,134,27,623,3,1,21,17,2,2,51038574
295992,338,409,1849,1570,1379,1795,1048,658,236,2716,809,456,337,3457.953,21319.36,34,122,18,339,3,1,9,20,1,1,50838733
124656,682,1006,2633,2438,2244,2437,1894,1224,437,3089,1616,1076,890,6443.917,16303.57,17,29,6,207,3,1,8,19,1,1,55521349
208637,1301,1097,2113,2697,2677,2924,2528,1578,760,2815,2014,1524,1064,29571.08,28917.24,12,16,3,133,0,5,2,9,3,2,34386407
85949,915,1033,2099,2389,2173,2476,1811,1178,567,2470,1533,1176,951,2999.878,37590.48,6,15,0,91,0,3,4,1,2,0,75200311
119862,628,617,1534,1603,1616,1813,1234,759,291,2320,989,744,562,1349.564,27926.99,9,23,8,233,8,4,4,12,1,0,63726698
105333,842,922,1608,1542,1716,2005,1336,738,378,1158,945,868,884,1195.822,31912.34,13,15,2,113,0,3,8,5,0,0,39639834
153197,836,594,2410,2998,1938,2081,1519,861,321,3624,1415,906,594,1921.427,42275.4,13,44,22,251,0,0,5,9,1,0,80646247
126439,1092,826,1609,2574,2058,2062,1443,896,406,2471,1253,1068,827,5193.037,15650.53,14,23,13,243,0,4,6,6,1,0,38811975
108065,1127,1447,2708,3040,2981,3080,2180,1319,572,3989,1738,1391,1037,2232.2,24168.47,17,38,5,215,2,2,2,4,0,0,37253645
89716,538,741,1926,2300,1762,1704,1495,930,408,2784,1229,771,523,1817.025,22280.81,18,31,1,198,0,1,1,3,0,1,19921019
106393,276,322,1176,1161,1311,1810,1357,697,267,4185,587,314,258,35324.2,15338.43,31,39,34,508,1,9,14,20,2,3,37026882
125233,805,1402,4346,3273,3073,3299,2323,1565,624,6132,1974,1220,986,6327.281,22171.77,27,50,12,445,4,7,5,14,5,0,46916145
103644,1439,916,2487,3751,2679,2203,1569,834,345,3520,1641,1201,943,5058.053,27214.77,21,31,7,361,2,3,6,10,2,0,49413041
103263,1062,1422,1933,2218,2504,2363,1705,1047,509,2047,1316,1174,1088,4320.951,25959.54,15,25,3,119,6,1,4,5,2,0,60163168
112788,773,812,1498,1767,1540,1491,947,622,319,1402,928,759,689,1635.966,50876.38,10,17,0,67,0,0,1,0,2,0,52213771
140551,889,986,1805,2133,2006,2030,1505,930,354,1896,1297,1025,868,2724.658,16690.9,7,24,0,137,0,1,1,7,1,1,25756737
154658,1137,1021,2786,3906,2948,3194,2294,1320,600,5374,1834,1233,896,43363.3,25235.97,45,84,62,814,4,0,11,18,0,4,93487189
313893,3061,3139,3021,4005,5459,4457,2816,1894,1114,2239,2239,2619,2421,16186.05,19012.25,13,30,0,229,0,2,2,3,5,0,41459226
92229,614,583,1016,1581,1294,1454,1291,773,358,1315,1049,755,558,2252.336,34410.81,4,10,1,41,0,0,0,1,1,0,84565506
226931,402,416,1787,1779,1301,1320,1053,648,374,2162,728,439,324,12691.39,15481.69,25,66,12,615,0,0,3,4,2,1,98282185
160846,638,630,1633,2134,1723,1491,1222,898,407,2598,1015,660,449,2996.73,20058.14,14,28,2,332,0,1,0,3,0,0,67588808
147759,1449,1429,3202,4858,3995,3598,2710,1630,626,6088,2284,1380,920,41921.36,25501.59,23,86,8,713,6,3,9,13,1,2,73013155
144110,963,1655,1886,1759,2712,2325,1363,866,595,1733,1107,949,1101,17692.05,9098.839,9,19,1,62,2,0,1,0,0,1,39585793
86167,645,936,2614,2699,2474,2748,2001,1245,530,4043,1688,1030,722,1994.068,27544.81,10,35,6,191,0,1,5,5,0,0,67345273
118056,1312,1381,2683,3212,2841,2905,2035,1121,415,2896,1671,1472,1204,1336.677,18162.02,10,18,7,120,0,2,3,7,4,1,20687061
136197,2579,1722,4624,5072,4223,4517,2786,1588,658,4406,2458,2338,2005,4879.023,34914.37,32,44,33,439,2,4,7,15,1,0,50690539
131807,1386,1891,4800,3482,3351,4007,2869,1671,646,4779,2300,1774,1527,3979.921,15081.5,15,37,3,217,5,2,11,8,1,1,58983771
139365,496,1018,5695,1860,1263,1280,945,743,255,5241,948,574,504,2691.08,15353.14,34,20,2,435,0,13,16,20,0,2,1.13E+08
169283,1117,1167,2935,2737,2553,2714,1877,1091,407,3036,1535,1342,1098,9926.886,20522.42,18,37,1,323,0,0,7,10,5,1,48955365
191129,2065,2387,3106,3882,4525,3919,2662,1641,620,2353,2340,2182,2085,290.2906,16589.1,7,9,0,75,0,0,0,3,3,1,51291781
157901,1302,1839,1808,2368,3170,2434,1655,1171,453,1598,1387,1427,1346,1330.988,9093.478,3,16,0,41,0,1,0,1,0,1,6666667
125396,1328,1204,1956,2952,2664,2459,1905,1066,451,2091,1652,1419,1145,2557.883,17617.6,8,16,2,71,0,2,2,2,3,1,6209688
147156,1908,1681,3088,4505,4017,3743,2869,1754,670,3543,2571,2128,1622,1101.994,30254.91,13,38,10,234,0,2,5,7,1,0,33194624
100600,1520,1024,1718,2954,2703,2236,1706,1034,388,2163,1593,1479,986,1042.744,18142.18,9,19,2,122,1,4,2,8,2,1,11203197
184328,2755,1773,3201,5547,4466,4038,3016,1701,702,3183,2797,2547,1874,8592.166,28727.59,11,14,0,156,1,2,2,5,5,1,80773150
104413,1165,1318,2712,3039,2751,3148,1922,957,351,3092,1661,1329,1241,3846.468,20066.84,23,35,3,173,2,3,5,10,2,0,52226851
128943,961,1079,2538,2891,2437,2403,1733,913,358,3187,1454,1155,969,6092.195,24706.3,29,39,5,433,6,1,9,15,1,2,42323574
79241,976,1112,2613,2862,2744,3592,2523,1217,438,4169,1768,1316,1053,9522.93,32276.91,23,41,11,374,1,7,9,18,2,0,54968109
119524,667,617,2141,2129,1624,1999,1468,795,309,2902,1049,812,670,23258.74,21975.27,53,58,7,515,6,6,18,27,1,1,53434899
86989,641,691,1830,1900,1768,2230,1528,743,260,2775,1146,818,631,1923.695,45318.12,8,20,7,74,2,1,2,4,0,0,53042630
124298,607,807,2293,2072,2201,2731,1757,1071,398,4157,1256,823,688,5162.897,32933.29,15,49,7,238,8,3,7,17,2,3,42259641
167699,529,1184,11096,4634,2362,2296,1707,1035,392,12427,1992,758,600,3042.434,15342.41,63,45,34,955,1,17,30,100,3,1,75762823
101971,1143,1300,5487,4005,2796,3190,2257,1369,474,5788,2021,1345,1090,2777.387,16044.83,27,36,13,363,2,5,11,22,2,0,32746282
82569,941,900,2687,3240,2408,2781,2018,1146,327,3854,1809,1246,862,3701.882,27409.9,16,36,7,256,6,7,7,23,1,0,72541145
86724,1422,1556,3868,4162,3278,3820,2579,1403,437,4411,2316,1787,1413,2917.547,31649.46,24,41,9,266,1,4,4,24,4,0,39841891
98827,942,1129,2788,2966,2568,3235,2195,1257,409,3950,1927,1330,978,1631.759,12679.1,20,22,7,236,4,10,3,19,2,1,44741668
114231,1804,2301,4642,4787,4642,5679,3952,2200,661,4887,3054,2592,2033,4896.79,10757.92,22,40,3,225,2,5,9,20,4,0,35608315
147636,679,599,2392,2833,1637,1513,1190,735,257,3445,1295,748,518,2711.459,26148.01,17,20,1,150,5,3,7,21,0,3,42874406
143667,3475,5744,4247,4233,8027,5272,2852,1452,737,2186,1904,3003,4033,10456.22,33992.79,25,36,4,245,2,2,5,9,12,1,37985825
120657,1253,1691,4468,4278,3742,4087,2745,1497,508,5555,2430,1702,1364,11404.47,49571.61,24,29,4,336,4,6,13,20,4,0,66151509
93207,1923,2136,4060,4522,4375,4549,3384,1622,559,3926,2498,2224,1996,5361.617,20111.83,21,36,2,235,1,7,6,22,4,1,30948333
116743,2640,2838,4139,4643,4870,4836,3297,1551,758,2875,2351,2492,2620,3850.528,4085.116,27,31,4,290,1,5,4,9,5,1,73645292
149053,1065,1104,3957,3625,3440,4984,3227,1610,563,5065,2015,1405,976,1419.932,15252.87,33,36,16,446,1,10,13,46,4,0,52167900
103925,1095,1398,4724,4593,3461,3577,2328,1417,516,6178,2387,1595,1178,3790.741,26216.47,29,41,6,445,1,6,15,56,1,0,39247239
142331,2065,2563,3855,4412,4647,4650,3350,1837,649,4045,2592,2321,2035,4018.301,42775.91,18,36,8,252,4,4,2,13,5,0,34423087
126403,2110,2732,4917,4987,4900,4998,3239,1621,668,4037,2513,2483,2451,10125.14,9238.04,30,67,8,427,2,9,11,18,12,1,60640613
102637,1553,1634,5951,5433,4598,5220,3894,2575,1029,9975,3033,1926,1515,24282.01,14521.34,54,107,34,700,7,4,17,25,4,2,54372889
111502,1194,1680,5957,3761,3469,4170,3773,2536,1040,6910,2592,1728,1310,5258.374,14842.78,27,138,28,471,1,4,5,7,3,1,65668922
119223,2052,2164,4823,4609,4594,5196,4051,2507,973,7208,2957,2357,1829,1873.966,38150.75,29,42,25,425,5,12,13,16,9,0,35902517
91775,1431,1920,2720,2610,3310,3336,2562,1591,676,2180,1849,1709,1495,4131.421,31376.45,16,28,1,148,1,4,5,8,3,0,56197918
158231,2896,2120,4231,5835,4708,4490,3003,1803,688,4795,2622,2428,2130,7333.098,49893.44,30,41,16,240,1,5,11,18,6,0,38097529
91945,2024,2367,4061,4500,4749,5276,4003,2437,906,4299,3054,2493,2200,2725.399,11382.98,17,35,2,192,4,5,4,16,5,0,32777471
100258,2792,2812,5374,6693,6512,6326,5042,2729,826,7206,3727,3117,2541,10146.31,7408.957,56,63,16,628,8,16,22,36,1,0,54965091
101187,2821,2871,3765,5032,5639,4886,3908,2109,653,4446,2809,2678,2385,6688.365,12220.34,34,76,25,557,1,7,23,36,15,0,56865764
93760,1013,1340,2803,2724,3019,4123,3684,2454,966,4957,2307,1597,1221,5464.354,21737.39,16,79,19,344,6,4,11,19,2,1,21632254
138870,547,987,5182,1747,1396,1205,972,701,294,3860,872,601,490,777.93,15232.12,22,31,7,490,0,9,11,24,3,0,55311784
143601,647,1004,4221,2149,1912,2181,1634,1093,435,3912,1260,899,769,1902.364,19170.45,16,28,15,206,1,4,2,14,3,1,40104654
111380,1488,2297,5459,3340,3666,3630,2879,1713,603,5355,2106,1784,1683,4069.279,17945.19,17,21,0,138,7,2,5,3,2,0,58560745
113825,911,1798,7134,2852,2898,2928,2303,1605,653,6397,1817,1160,1069,4206.63,20762.81,33,37,5,413,1,14,6,13,7,1,74197673
197056,1469,2000,2998,2777,3521,3495,2667,1727,638,2724,1902,1662,1628,1664.553,57490.37,12,23,5,100,1,1,3,6,2,1,41790215
74210,1548,1906,3580,3810,4164,5125,3438,1924,668,5379,2722,2014,1603,1690.647,39688,21,38,9,277,5,2,10,27,3,0,19660466
67706,1271,1417,2791,3136,3218,3477,2767,1754,457,3942,2148,1648,1241,2026.325,29576.79,11,37,2,148,1,1,5,10,0,1,41296743
72565,592,719,1327,1527,1540,1880,1363,774,248,1888,1093,811,616,1381.25,22538.71,6,21,5,96,6,3,5,6,3,0,33883656
93715,1955,2313,5579,5995,5546,6739,4637,2665,856,8270,3930,2820,2016,2336.042,26462.75,30,63,7,423,0,8,10,34,2,1,61806498
126737,1263,1343,3128,3272,3258,4069,3233,1779,621,4244,2303,1784,1352,994.6197,25927.68,17,32,4,226,1,4,7,23,4,0,74791589
93461,1351,1799,4048,3968,3908,4950,3794,2237,704,5529,2895,2139,1560,4038.943,21598.11,21,41,10,431,1,13,17,53,3,1,44745322
114677,1995,2233,3804,3875,3794,4620,3034,1568,585,3029,2313,2225,2081,2257.54,66348.55,17,47,0,152,2,4,5,9,1,0,24446068
91664,894,963,3635,3928,2748,3217,2341,1272,426,6002,2160,1309,879,5735.192,18497.32,37,35,47,507,2,16,21,68,1,2,64119884
61484,1443,1491,3147,3481,2962,3650,2831,1401,505,3173,2192,1796,1392,1670.096,39411.12,20,32,0,111,0,0,0,6,3,1,11536094
114209,1272,1527,4168,4260,4036,5792,4122,2345,783,7290,3200,2080,1404,1607.14,22503.41,15,55,10,399,5,5,15,43,2,1,46066636
100885,2728,3274,4942,5550,6069,5737,4333,2490,873,4638,3281,3051,2736,3043.584,7177.367,22,55,4,278,0,5,6,17,5,1,27959874
74118,1273,1370,2892,3449,3006,3365,2781,1472,459,3852,2081,1670,1210,2283.708,20413.81,14,41,3,233,3,1,12,28,2,0,32780086
102718,1696,2134,4398,4462,4532,6121,4700,2455,881,6634,3224,2439,1891,3539.65,36520.47,29,60,28,513,6,7,14,48,2,2,62864446
66933,999,1352,2578,2481,2657,3504,2565,1440,504,3681,1981,1467,1045,1294.669,10987.46,11,29,0,138,2,2,4,4,2,0,41509426
90579,3956,3888,5298,5636,6254,6857,5028,2754,1117,3394,3279,3176,3504,4573.249,15284.09,22,33,3,286,3,10,9,16,7,0,29027705
168207,1633,1984,2730,3270,3515,3752,3000,1572,674,2732,2237,2009,1651,3963.127,24112.29,9,16,0,142,0,1,3,1,2,1,51781286
123956,939,1380,2897,2757,2815,2842,1954,1387,639,3692,1720,1207,979,21337.68,31722.64,15,25,0,199,0,2,1,2,2,0,44527758
124730,1423,2289,4890,3969,4276,4129,2847,1926,805,6178,2501,1800,1668,5596.596,18151.44,36,67,9,581,1,5,16,20,8,2,38182336
140172,653,1142,4775,2719,2168,1893,1435,1085,410,5686,1464,972,676,12527.63,45525.84,42,54,23,653,0,7,14,30,8,0,39791672
103208,945,1528,2252,2162,2465,2843,2087,1266,506,1789,1541,1364,1244,2698.964,10192.22,7,10,0,43,1,1,1,1,3,0,11124681
109228,2298,3015,3036,3245,4814,4026,2498,1402,662,1562,1759,2223,2283,3166.299,34779.99,5,3,1,9,0,0,1,0,0,0,20057909
125533,559,1153,6166,2433,1924,2181,1457,1029,426,5838,1405,898,719,5583.649,28454.79,49,30,1,482,2,19,14,20,1,1,51375222
94935,1101,1114,3031,2887,2643,2691,1812,1060,444,3764,1566,1284,1059,7233.023,29063.41,18,32,5,207,6,3,2,6,1,1,25901116
82374,1585,1987,2750,2870,3425,2828,2130,1365,533,2181,1615,1633,1509,1793.056,21905.88,14,21,2,133,2,1,3,4,6,1,1.11E+08
146211,1685,2153,3325,3221,3884,3834,3246,1918,721,3007,2291,1996,1799,2027.222,13379.8,14,26,3,146,4,5,5,9,0,0,40940917
98705,782,1282,4066,2173,2162,2479,2128,1512,611,3969,1501,1086,879,2895.966,15282.81,15,24,0,173,0,3,7,3,3,0,62812309
137973,1989,2436,3465,3794,4564,4244,3458,2144,766,3603,2568,2276,1931,1794.973,13140.25,15,38,4,177,1,6,10,6,4,1,65854507
139858,4453,4869,3530,5458,8175,4724,3167,2043,750,2547,2439,3146,3759,2122.074,31322.18,6,27,4,197,0,3,5,7,3,1,33422962
147536,1336,1409,2152,2523,2834,2597,1934,1027,387,2301,1399,1361,1260,594.1515,19392.8,5,19,2,118,2,1,3,3,3,0,1.12E+08
92412,3120,4111,7163,5752,6927,6524,4451,2877,1297,6296,3538,3264,3062,6371.664,27163.57,27,41,11,339,7,9,11,22,3,1,65717992
101653,2358,2780,3186,3786,4934,4312,3418,2077,741,3127,2427,2265,2244,2512.297,10342.25,16,47,8,247,2,3,5,9,4,0,26840574
97317,1320,1584,3653,3031,3097,3142,2530,1550,625,3929,1857,1524,1347,4967.75,43698.5,23,37,4,338,4,5,8,20,1,2,38112252
53492,1080,1777,3067,2597,3237,4033,2876,1673,607,3342,2122,1666,1421,1274.025,18348.55,11,34,3,151,5,3,2,9,0,0,61299368
84513,639,1044,1891,1698,2155,2671,2228,1428,522,2472,1570,1148,847,2228.344,35395.19,9,37,4,201,2,2,3,8,0,1,36981070
114259,888,1102,1444,1488,1940,2099,1552,943,313,1673,1048,945,882,1319.496,36800.72,3,26,3,95,5,1,0,1,1,0,61744823
90949,2256,2490,5424,5271,5460,6253,4992,3111,1052,6284,3690,3022,2255,3849.596,25667.2,27,55,11,391,2,4,9,19,3,0,48700169
93911,1537,2278,3325,3412,4073,4643,3639,2227,753,4593,2704,2124,1635,1185.574,18231.41,13,46,6,160,4,10,6,12,4,3,24351191
94767,997,1547,3906,3218,3347,4010,3190,2027,726,5614,2435,1654,1242,2132.731,15451.91,34,37,30,371,2,6,10,26,2,1,20119900
116732,1469,2091,4172,4013,4532,5013,4165,2662,857,5580,2821,2191,1789,2261.892,24947.52,26,57,27,510,2,6,10,43,5,1,41825233
90423,1335,1933,3962,3785,4280,5495,4346,2769,972,6203,3152,2233,1668,2098.026,16921.87,26,53,22,419,3,2,12,20,2,0,47183262
153338,3417,4232,3441,4365,6941,4911,3157,1913,707,2538,2470,2744,3184,1227.141,26937.05,8,19,1,132,0,3,3,6,3,0,65892797
92235,821,1244,3480,3090,3112,3259,2506,1728,541,5459,2121,1422,992,3041.254,23310.55,33,36,43,377,6,6,5,36,1,0,66693066
92725,894,1255,2221,2127,2725,2955,2604,1947,588,2655,2085,1505,1028,1161.477,19779.73,7,17,1,71,1,1,3,4,1,0,51679925
99483,1101,1593,2137,2072,2986,2930,2653,2460,650,2197,2144,1575,1251,1294.995,25108.53,8,21,0,93,3,5,3,3,5,0,56057730
